STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,Countrycode,Country,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_HORIZ,Time horizon,METHODOLOGY,Calculation methodology,Date,Time period,Capacity Utilization,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,FRA,France,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2018,,85.875,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,FRA,France,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2019,,84.45,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,FRA,France,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2020,,73.825,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,FRA,France,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2021,,81.1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,FRA,France,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2022,,81.8,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,FRA,France,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2023,,81.225,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1967,,87.15514,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1968,,87.09411,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1969,,86.65392,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1970,,79.45734,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1971,,77.95361,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1972,,83.43182,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1973,,87.69083,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1974,,84.37688,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1975,,73.65186,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1976,,78.36052,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1977,,82.49001,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1978,,84.47077,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1979,,84.03541,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1980,,78.66859,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1981,,76.94565,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1982,,70.90678,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1983,,73.48798,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1984,,79.40313,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1985,,78.18869,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1986,,78.47197,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1987,,80.98869,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1988,,84.01322,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1989,,83.29227,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1990,,81.58283,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1991,,78.62196,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1992,,79.72622,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1993,,80.57933,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1994,,82.86626,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1995,,83.16917,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1996,,82.15044,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1997,,83.09,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1998,,81.69981,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1999,,80.63726,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2000,,79.89182,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2001,,73.87021,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2002,,73.10246,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2003,,74.07276,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2004,,76.53197,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2005,,78.56512,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2006,,78.82092,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2007,,78.79267,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2008,,74.54594,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2009,,65.28825,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2010,,70.41113,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2011,,73.32071,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2012,,74.50531,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2013,,74.55179,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2014,,75.69061,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2015,,76.12852,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2016,,75.4208,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2017,,76.33793,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2018,,78.25916,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2019,,77.11469,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2020,,72.58272,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2021,,77.11648,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2022,,79.16138,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,USA,United States,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2023,,77.79143,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1996,,84.075,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1997,,85.425,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1998,,87.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1999,,85.175,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2000,,88.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2001,,86.35,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2002,,84.55,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2003,,85.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2004,,86.275,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2005,,85.9,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2006,,87.6,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2007,,88.3,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2008,,86.625,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2009,,77.7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2010,,82.125,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2011,,85.075,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2012,,84.375,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2013,,83.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2014,,84.2,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2015,,83.925,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2016,,84.325,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,AUT,Austria,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2017,,86.65,,A,Normal value,0,Units,2,Two,,
