STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,84.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,83.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,80.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,78.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,77.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,76.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,76.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,77,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,80.300003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,83.199997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,79.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,79.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,80.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,84.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,83.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,79.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,80.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,78.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ESP,Spain,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,80.099998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1993,,94,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISL,Iceland,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,90,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1978,,68,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1979,,69,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1982,,73,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,75,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1991,,74.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1992,,75.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1993,,75.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1994,,76.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,78.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1996,,79.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,82.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,79.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1999,,81.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,81.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,81.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,82.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,82.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,87.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,84.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,87.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,87.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,86.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,83.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,82,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,79,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,80.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,77.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,77.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,77.7,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,76.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,77.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,77.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2020,,78,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,PRT,Portugal,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2021,,77.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,95,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,95,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,95,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1976,,95,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,95,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,95,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,AUT,Austria,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,98,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1977,,28,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1978,,27.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1979,,26.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,23.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1981,,22.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1982,,22.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1983,,21.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1984,,19.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,18.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1986,,18.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1987,,20.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1988,,21.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1989,,21.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,20.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1991,,18.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,KOR,Korea,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1992,,18.1,,A,Normal value,0,Units,1,One
